Account_number,PORTFOLIO,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,Account Open Date,Loan_amount,Loan_status,Last_payment_date,Origination_fico_score,Current_fico_score,Current_outstanding
38673732,CREDIT CARD,002-11-0635,216-560-0306,Cleveland,Cuyahoga,Cleveland,OH,44197,Midwest,21-07-19,"$57,540",Non-Default,12-04-21,682,693,"$27,044"
38673733,MORTGAGE,724-28-2854,209-464-3358,Sacramento,Sacramento,Sacramento,CA,94268,West,09-08-18,"$682,102",Non-Default,05-01-21,738,760,"$40,926"
38673734,PERSONAL LOAN,081-02-7626,209-829-0236,Citrus Heights,Sacramento,Citrus Heights,CA,95621,West,24-03-20,"$124,411",Non-Default,06-02-21,732,758,"$31,103"
38673735,PERSONAL LOAN,240-99-8843,803-836-6453,Scotia,Hampton,Scotia,SC,29939,South,02-12-19,"$39,175",Default,24-08-21,890,919,"$17,629"
38673736,MORTGAGE,615-87-9179,212-592-1288,Buffalo,Erie,Buffalo,NY,14203,Northeast,24-08-21,"$136,883",Default,09-06-21,846,849,"$43,803"
38673737,CREDIT CARD,674-48-1598,216-585-8554,Attica,Seneca,Attica,OH,44807,Midwest,22-02-19,"$48,541",Non-Default,10-01-21,894,896,"$8,252"
38673738,PERSONAL LOAN,155-23-2932,503-979-9891,Grand Ronde,Polk,Grand Ronde,OR,97347,West,13-04-18,"$113,962",Default,08-11-20,821,867,"$28,491"
38673739,PERSONAL LOAN,241-99-6100,206-924-0544,Wenatchee,Chelan,Wenatchee,WA,98801,West,08-11-20,"$181,139",Non-Default,20-11-20,879,907,"$36,228"
38673740,CREDIT CARD,529-99-0009,479-200-7636,Mount Pleasant,Izard,Mount Pleasant,AR,72561,South,17-08-19,"$28,164",Non-Default,22-06-21,825,820,"$1,127"
38673741,CREDIT CARD,705-18-8716,209-876-0963,Irvine,Orange,Irvine,CA,92617,West,20-04-19,"$55,948",Default,25-03-21,735,753,"$8,952"
38673742,MORTGAGE,153-23-3924,423-400-6263,Knoxville,Knox,Knoxville,TN,37995,South,08-03-19,"$190,709",Default,24-08-21,671,709,"$40,049"
38673743,CREDIT CARD,606-87-7340,236-718-1007,Low Moor,Alleghany,Low Moor,VA,24457,South,26-07-19,"$29,887",Non-Default,23-02-21,840,858,$0
38673744,PERSONAL LOAN,671-48-1994,207-906-2672,Biddeford,York,Biddeford,ME,4005,Northeast,18-11-20,"$101,819",Default,06-12-20,803,853,"$49,891"
38673745,PERSONAL LOAN,084-02-4058,239-839-9528,Nocatee,Nocatee,Nocatee,FL,33864,South,02-05-19,"$190,889",Default,08-02-21,867,868,"$45,813"
38673746,CREDIT CARD,276-17-9238,231-878-3919,Grand Marais,Alger,Grand Marais,MI,49839,Midwest,07-08-20,"$30,814",Non-Default,03-07-21,658,708,"$10,477"
38673747,CREDIT CARD,166-86-0302,217-484-8037,Decatur,Macon,Decatur,IL,62522,Midwest,06-07-18,"$87,127",Non-Default,24-08-21,789,816,"$1,743"
38673748,CREDIT CARD,332-11-4790,209-558-2215,Los Angeles,Los Angeles,Los Angeles,CA,90045,West,10-05-19,"$85,006",Non-Default,24-08-21,687,700,"$26,352"
38673749,CREDIT CARD,039-74-4503,206-505-5698,Seattle,King,Seattle,WA,98130,West,16-09-18,"$88,016",Non-Default,13-11-20,706,706,"$8,802"
38673750,PERSONAL LOAN,233-57-0796,209-822-9929,Strathmore,Tulare,Strathmore,CA,93267,West,21-04-18,"$109,077",Default,22-02-21,741,770,"$15,271"
38673751,MORTGAGE,095-02-2256,212-212-4332,Alfred,Allegany,Alfred,NY,14802,Northeast,11-07-19,"$583,260",Default,24-08-21,788,831,"$145,815"
38673752,CREDIT CARD,212-91-3830,262-827-4586,Collins,Manitowoc,Collins,WI,54207,Midwest,24-08-21,"$32,049",Non-Default,25-03-21,794,817,"$13,461"
38673753,MORTGAGE,753-07-8963,239-325-3416,Evinston,Alachua,Evinston,FL,32633,South,17-09-20,"$813,783",Non-Default,24-08-21,780,826,"$219,721"
38673754,CREDIT CARD,765-27-8795,216-866-3866,Kirby,Wyandot,Kirby,OH,43330,Midwest,21-12-18,"$67,985",Non-Default,14-03-21,719,734,"$4,759"
38673755,PERSONAL LOAN,114-98-5003,210-620-5084,Glen Rose,Somervell,Glen Rose,TX,76043,South,19-01-21,"$112,586",Default,24-08-21,774,796,"$13,510"
38673756,PERSONAL LOAN,118-98-5331,216-806-1435,New Holland,Pickaway,New Holland,OH,43145,Midwest,13-09-18,"$109,670",Non-Default,19-04-21,689,732,"$50,448"
38673757,CREDIT CARD,513-31-3380,307-891-1115,Natrona,Natrona,Natrona,WY,82646,West,03-01-18,"$27,132",Non-Default,02-05-21,900,940,"$11,938"
38673758,PERSONAL LOAN,549-99-6719,217-777-0077,Lafox,Kane,Lafox,IL,60147,Midwest,10-06-18,"$98,874",Non-Default,06-07-21,710,702,"$21,752"
38673759,CREDIT CARD,022-92-9878,316-579-2321,Thayer,Neosho,Thayer,KS,66776,Midwest,19-03-20,"$55,238",Non-Default,04-03-21,663,712,"$1,105"
38673760,PERSONAL LOAN,506-57-1290,270-435-4318,Buskirk,Buskirk,Buskirk,KY,41406,South,06-02-18,"$91,639",Default,24-08-21,834,867,"$36,656"
38673761,PERSONAL LOAN,442-29-5727,270-717-2664,Albany,Clinton,Albany,KY,42602,South,22-11-20,"$173,205",Non-Default,24-08-21,795,804,"$51,962"
38673762,PERSONAL LOAN,116-98-6329,229-362-4241,Siloam,Greene,Siloam,GA,30665,South,15-03-18,"$38,096",Non-Default,24-02-21,841,870,"$12,191"
38673763,CREDIT CARD,448-27-2746,262-632-8867,Rockfield,Rockfield,Rockfield,WI,53077,Midwest,02-08-19,"$56,545",Non-Default,28-02-21,807,798,"$23,183"
38673764,PERSONAL LOAN,206-84-4484,405-593-4460,Slick,Creek,Slick,OK,74071,South,20-02-18,"$166,305",Non-Default,30-06-21,843,883,"$78,163"
38673765,CREDIT CARD,515-31-1010,215-428-4686,Port Allegany,McKean,Port Allegany,PA,16743,Northeast,20-06-21,"$97,930",Non-Default,24-08-21,852,849,"$19,586"
38673766,MORTGAGE,198-84-2670,215-464-9120,Pen Argyl,Northampton,Pen Argyl,PA,18072,Northeast,24-04-18,"$442,800",Non-Default,24-08-21,734,760,"$48,708"
38673767,CREDIT CARD,577-53-8999,231-635-5905,Sterling Heights,Macomb,Sterling Heights,MI,48311,Midwest,26-09-19,"$90,508",Default,24-08-21,701,695,"$24,437"
38673768,MORTGAGE,182-86-3474,252-262-6900,Newell,Mecklenburg,Newell,NC,28126,South,09-01-21,"$965,363",Non-Default,14-12-20,728,772,"$212,380"
38673769,PERSONAL LOAN,426-99-6263,219-261-5343,Evansville,Vanderburgh,Evansville,IN,47719,Midwest,24-08-21,"$105,065",Non-Default,24-08-21,842,838,"$46,229"
38673770,CREDIT CARD,300-15-9065,479-377-6005,Cabot,Lonoke,Cabot,AR,72023,South,01-03-21,"$96,731",Non-Default,10-07-21,857,849,"$31,921"
38673771,MORTGAGE,412-99-8567,215-440-7848,North Bend,Clinton,North Bend,PA,17760,Northeast,12-04-20,"$743,210",Default,24-08-21,819,844,"$81,753"
38673772,CREDIT CARD,545-99-7600,406-350-9177,Bozeman,Gallatin,Bozeman,MT,59772,West,05-06-20,"$74,908",Non-Default,12-08-21,664,691,"$23,221"
38673773,CREDIT CARD,317-35-5556,202-883-5300,Washington,District of Columbia,Washington,DC,20502,South,13-09-18,"$26,941",Default,31-12-20,663,661,$539
38673774,MORTGAGE,172-86-2124,303-723-8684,Eckley,Yuma,Eckley,CO,80727,West,27-06-21,"$512,711",Non-Default,27-03-21,732,780,"$199,957"
38673775,MORTGAGE,046-15-0907,228-625-1611,Sarah,Panola,Sarah,MS,38665,South,16-04-19,"$556,431",Default,24-08-21,758,767,"$5,564"
38673776,PERSONAL LOAN,508-57-1984,225-291-1331,Oak Grove,West Carroll,Oak Grove,LA,71263,South,08-02-18,"$143,032",Non-Default,07-04-21,752,798,"$41,479"
38673777,MORTGAGE,026-92-4986,304-681-7721,Handley,Kanawha,Handley,WV,25102,South,14-04-19,"$124,834",Default,24-08-21,722,712,"$12,483"
38673778,MORTGAGE,591-99-6732,231-548-3447,Boon,Wexford,Boon,MI,49618,Midwest,13-05-18,"$127,351",Non-Default,24-08-21,734,758,"$8,915"
38673779,MORTGAGE,384-37-0007,229-791-6607,Columbus,Muscogee,Columbus,GA,31908,South,28-04-19,"$825,201",Non-Default,26-05-21,844,862,"$156,788"
38673780,MORTGAGE,703-18-2530,210-442-5899,Scotland,Archer,Scotland,TX,76379,South,21-03-20,"$234,145",Non-Default,28-12-20,757,801,"$100,682"
38673781,MORTGAGE,582-99-7683,480-772-8271,Tucson,Pima,Tucson,AZ,85707,West,19-03-20,"$202,563",Non-Default,24-08-21,740,776,"$28,359"
38673782,MORTGAGE,314-35-1059,201-722-9081,Elizabeth,Union,Elizabeth,NJ,7207,Northeast,13-05-19,"$303,409",Default,14-08-21,784,823,"$63,716"
38673783,MORTGAGE,132-98-9388,803-866-4751,Clarks Hill,McCormick,Clarks Hill,SC,29821,South,17-10-19,"$371,073",Non-Default,24-08-21,814,811,"$70,504"
38673784,MORTGAGE,111-98-0923,236-587-7921,Woodberry Forest,Madison,Woodberry Forest,VA,22989,South,25-07-21,"$778,308",Default,23-01-21,710,753,"$77,831"
38673785,PERSONAL LOAN,457-99-8809,605-693-5113,Jefferson,Union,Jefferson,SD,57038,Midwest,12-06-20,"$48,530",Default,31-12-20,770,806,"$21,839"
38673786,CREDIT CARD,647-21-1555,207-741-6877,Gardiner,Kennebec,Gardiner,ME,4345,Northeast,01-06-18,"$52,487",Non-Default,24-08-21,700,722,"$13,647"
38673787,CREDIT CARD,342-11-7104,209-900-0456,Dinuba,Tulare,Dinuba,CA,93618,West,16-10-19,"$33,735",Non-Default,15-05-21,778,780,"$6,410"
38673788,MORTGAGE,629-31-9626,314-535-4937,Cabool,Texas,Cabool,MO,65689,Midwest,26-06-21,"$934,140",Non-Default,27-06-21,835,842,"$65,390"
38673789,CREDIT CARD,069-02-0557,212-210-8910,Hall,Ontario,Hall,NY,14463,Northeast,19-05-18,"$48,636",Non-Default,03-08-21,757,805,"$17,023"
38673790,CREDIT CARD,109-98-7951,236-225-0623,Pulaski,Pulaski,Pulaski,VA,24301,South,09-07-20,"$44,233",Non-Default,19-07-21,772,762,"$3,096"
38673791,CREDIT CARD,628-31-0736,212-672-0637,Claverack,Columbia,Claverack,NY,12513,Northeast,25-09-19,"$72,248",Default,24-08-21,897,903,"$26,009"
38673792,PERSONAL LOAN,256-99-6890,212-717-6985,Warsaw,Wyoming,Warsaw,NY,14569,Northeast,24-08-21,"$98,242",Default,24-08-21,794,827,"$23,578"
38673793,CREDIT CARD,299-15-7148,216-312-2828,Youngstown,Mahoning,Youngstown,OH,44555,Midwest,19-08-21,"$33,570",Default,16-01-21,842,838,"$4,028"
38673794,MORTGAGE,511-33-8260,316-720-6608,Montezuma,Gray,Montezuma,KS,67867,Midwest,20-07-21,"$353,951",Non-Default,09-11-20,659,704,"$81,409"
38673795,CREDIT CARD,674-48-2398,209-483-4708,Arcadia,Los Angeles,Arcadia,CA,91007,West,27-02-19,"$92,975",Non-Default,02-05-21,756,767,"$42,769"
38673796,MORTGAGE,645-29-1741,308-594-6605,Adams,Gage,Adams,NE,68301,Midwest,10-09-18,"$240,153",Non-Default,24-03-21,651,684,"$4,803"
38673797,MORTGAGE,199-84-9838,210-413-2531,Matador,Motley,Matador,TX,79244,South,25-10-19,"$709,145",Default,24-08-21,802,808,"$248,201"
38673798,MORTGAGE,158-23-3777,405-798-3622,Sulphur,Murray,Sulphur,OK,73086,South,17-08-18,"$767,973",Non-Default,12-12-20,762,767,$0
38673799,PERSONAL LOAN,220-89-3736,308-359-4582,North Platte,Lincoln,North Platte,NE,69103,Midwest,28-09-19,"$109,445",Default,08-08-21,897,900,"$41,589"
38673800,MORTGAGE,322-11-8988,385-746-8835,Tridell,Uintah,Tridell,UT,84076,West,07-10-19,"$443,196",Non-Default,24-08-21,741,777,"$79,775"
38673801,MORTGAGE,027-92-1916,225-954-6181,Lottie,Pointe Coupee,Lottie,LA,70756,South,19-08-20,"$827,854",Non-Default,20-02-21,810,851,"$322,863"
38673802,MORTGAGE,611-87-4076,209-453-2953,Fresno,Fresno,Fresno,CA,93716,West,21-09-19,"$719,473",Default,24-08-21,847,869,"$100,726"
38673803,PERSONAL LOAN,609-87-0927,215-354-4675,Lamartine,Clarion,Lamartine,PA,16375,Northeast,28-09-18,"$154,458",Non-Default,03-11-20,741,749,"$47,882"
38673804,CREDIT CARD,706-18-4225,252-384-1215,Conway,Northampton,Conway,NC,27820,South,24-08-21,"$90,324",Default,24-08-21,785,779,"$26,194"
38673805,CREDIT CARD,483-41-3695,702-797-4444,Silver City,Lyon,Silver City,NV,89428,West,25-10-19,"$35,846",Non-Default,07-07-21,894,920,"$15,772"
38673806,PERSONAL LOAN,693-16-2014,802-307-8391,Vernon,Windham,Vernon,VT,5354,Northeast,09-05-21,"$75,481",Default,15-02-21,825,855,"$16,606"
38673807,CREDIT CARD,214-91-9678,203-844-1900,New Haven,New Haven,New Haven,CT,6504,Northeast,18-04-18,"$26,659",Non-Default,05-08-21,684,732,"$1,866"
38673808,MORTGAGE,073-02-8820,303-340-3783,Manitou Springs,El Paso,Manitou Springs,CO,80829,West,18-05-19,"$574,518",Non-Default,24-08-21,854,881,"$206,826"
38673809,CREDIT CARD,471-57-7525,239-834-0484,Jacksonville Beach,Duval,Jacksonville Beach,FL,32240,South,27-03-20,"$55,043",Non-Default,22-12-20,795,840,"$17,063"
38673810,MORTGAGE,220-89-8727,215-305-6224,North Versailles,Allegheny,North Versailles,PA,15137,Northeast,05-06-19,"$652,275",Default,19-04-21,771,796,"$32,614"
38673811,CREDIT CARD,516-49-0231,262-831-5670,Francis Creek,Manitowoc,Francis Creek,WI,54214,Midwest,13-09-18,"$85,856",Non-Default,09-04-21,692,729,"$13,737"
38673812,MORTGAGE,370-37-4929,405-472-9079,North Miami,Ottawa,North Miami,OK,74358,South,20-05-21,"$560,305",Non-Default,13-11-20,855,892,"$11,206"
38673813,MORTGAGE,074-02-2788,304-678-9963,Slanesville,Hampshire,Slanesville,WV,25444,South,06-08-19,"$407,084",Non-Default,29-06-21,878,889,"$69,204"
38673814,PERSONAL LOAN,050-02-8636,231-517-5243,Clarkston,Oakland,Clarkston,MI,48348,Midwest,05-06-21,"$116,303",Non-Default,24-08-21,757,788,"$10,467"
38673815,MORTGAGE,042-15-2353,339-942-7900,Waltham,Middlesex,Waltham,MA,2454,Northeast,24-08-21,"$943,806",Non-Default,24-08-21,688,688,"$245,390"
38673816,MORTGAGE,395-33-0486,216-264-2142,South Point,Lawrence,South Point,OH,45680,Midwest,18-03-19,"$326,321",Non-Default,24-08-21,784,802,"$26,106"
38673817,CREDIT CARD,593-99-0893,215-568-1049,Waterford,Erie,Waterford,PA,16441,Northeast,12-02-20,"$68,182",Non-Default,21-07-21,680,678,"$1,364"
38673818,MORTGAGE,524-99-4441,316-440-6735,Wilmore,Comanche,Wilmore,KS,67155,Midwest,08-02-21,"$388,391",Default,06-01-21,798,832,"$50,491"
38673819,MORTGAGE,402-73-0348,802-428-3006,Shoreham,Addison,Shoreham,VT,5770,Northeast,15-07-18,"$436,342",Non-Default,06-05-21,784,827,"$52,361"
38673820,MORTGAGE,347-08-4206,406-624-0511,Capitol,Carter,Capitol,MT,59319,West,24-02-20,"$905,138",Non-Default,18-06-21,856,849,"$334,901"
38673821,MORTGAGE,002-11-0283,405-370-4402,Calera,Bryan,Calera,OK,74730,South,19-07-20,"$956,667",Default,30-10-20,662,691,"$28,700"
38673822,CREDIT CARD,754-07-2123,319-495-4489,Manson,Calhoun,Manson,IA,50563,Midwest,03-01-19,"$47,446",Non-Default,29-06-21,797,809,"$2,847"
38673823,MORTGAGE,264-99-8047,231-668-7898,Reading,Hillsdale,Reading,MI,49274,Midwest,23-05-20,"$178,742",Non-Default,22-07-21,895,907,"$89,371"
38673824,CREDIT CARD,294-15-0587,215-284-4224,Clarington,Forest,Clarington,PA,15828,Northeast,02-03-18,"$32,455",Non-Default,29-05-21,759,807,"$7,465"
38673825,CREDIT CARD,489-29-1431,212-872-3188,Kiamesha Lake,Sullivan,Kiamesha Lake,NY,12751,Northeast,04-08-19,"$52,296",Non-Default,24-08-21,757,748,"$15,689"
38673826,MORTGAGE,044-15-5944,802-426-4796,Woodstock,Windsor,Woodstock,VT,5091,Northeast,03-09-19,"$224,972",Non-Default,24-08-21,815,836,"$11,249"
38673827,CREDIT CARD,630-31-3817,319-462-1994,Bradford,Franklin,Bradford,IA,50041,Midwest,26-02-18,"$46,578",Default,03-11-20,755,769,"$17,234"
38673828,MORTGAGE,200-84-4906,236-804-5821,Mineral,Louisa,Mineral,VA,23117,South,16-05-21,"$730,940",Non-Default,16-08-21,682,731,"$292,376"
38673829,MORTGAGE,160-86-1843,423-790-3071,Oldfort,Polk,Oldfort,TN,37362,South,24-08-21,"$697,505",Non-Default,04-11-20,733,768,"$320,852"
38673830,MORTGAGE,328-11-3450,319-504-6444,Alburnett,Linn,Alburnett,IA,52202,Midwest,23-09-19,"$586,324",Non-Default,06-03-21,680,688,"$117,265"
38673831,MORTGAGE,303-37-5552,216-437-7205,Grelton,Henry,Grelton,OH,43523,Midwest,01-11-20,"$185,769",Non-Default,16-07-21,702,693,"$29,723"
38673832,CREDIT CARD,659-24-8224,252-866-0342,Vale,Lincoln,Vale,NC,28168,South,13-06-21,"$61,634",Default,24-08-21,679,697,$0
38673833,MORTGAGE,610-87-1054,212-462-2215,Albany,Albany,Albany,NY,12238,Northeast,12-01-18,"$249,018",Default,24-08-21,685,707,"$4,980"
38673834,CREDIT CARD,713-18-0464,218-227-0722,Franklin,Renville,Franklin,MN,55333,Midwest,19-09-20,"$69,923",Non-Default,06-01-21,810,827,"$30,766"
38673835,CREDIT CARD,438-99-5678,505-747-7947,Waterflow,San Juan,Waterflow,NM,87421,West,24-08-21,"$65,917",Non-Default,24-08-21,807,798,"$27,685"
38673836,MORTGAGE,633-31-2383,206-978-5323,Renton,King,Renton,WA,98055,West,24-03-19,"$813,386",Default,28-02-21,874,903,"$16,268"
38673837,MORTGAGE,083-02-5632,206-553-1283,Tacoma,Pierce,Tacoma,WA,98418,West,24-02-18,"$186,377",Default,17-05-21,753,751,"$55,913"
38673838,MORTGAGE,576-99-6092,209-713-1418,Monterey,Monterey,Monterey,CA,93942,West,24-08-21,"$842,794",Non-Default,24-08-21,734,766,"$67,424"
38673839,MORTGAGE,729-28-6155,308-367-1134,Roseland,Adams,Roseland,NE,68973,Midwest,18-05-18,"$293,305",Non-Default,06-01-21,856,854,"$67,460"
38673840,CREDIT CARD,493-29-5002,252-474-0807,Palmyra,Halifax,Palmyra,NC,27859,South,08-04-19,"$59,013",Default,24-08-21,740,770,"$19,474"
38673841,CREDIT CARD,300-15-4176,207-452-3441,Swans Island,Hancock,Swans Island,ME,4685,Northeast,16-09-20,"$88,811",Non-Default,24-08-21,729,742,"$31,972"
38673842,CREDIT CARD,309-37-7724,316-309-4823,Shawnee Mission,Johnson,Shawnee Mission,KS,66207,Midwest,24-08-21,"$26,570",Default,26-01-21,831,855,"$12,754"
38673843,MORTGAGE,198-84-3471,802-299-6178,Guildhall,Essex,Guildhall,VT,5905,Northeast,02-03-20,"$734,973",Non-Default,17-03-21,798,798,"$367,487"
38673844,CREDIT CARD,464-99-4486,229-613-9330,Rocky Face,Whitfield,Rocky Face,GA,30740,South,24-05-18,"$85,366",Non-Default,24-08-21,786,820,"$10,244"
38673845,CREDIT CARD,410-99-2316,219-875-4352,Evansville,Vanderburgh,Evansville,IN,47740,Midwest,03-09-18,"$91,942",Default,27-05-21,752,742,"$1,839"
38673846,CREDIT CARD,569-99-6028,212-885-9724,Millport,Chemung,Millport,NY,14864,Northeast,14-03-20,"$79,657",Default,24-08-21,849,884,"$9,559"
38673847,MORTGAGE,210-84-3646,304-571-4996,West Columbia,Mason,West Columbia,WV,25287,South,27-06-18,"$227,005",Non-Default,20-01-21,683,675,"$61,291"
38673848,PERSONAL LOAN,683-24-5019,319-476-5933,Galva,Ida,Galva,IA,51020,Midwest,22-06-21,"$137,230",Default,16-01-21,703,721,"$49,403"
38673849,CREDIT CARD,019-94-7711,210-959-2180,Abilene,Taylor,Abilene,TX,79697,South,26-12-18,"$49,588",Non-Default,10-08-21,697,694,"$22,810"
38673850,PERSONAL LOAN,003-08-9954,210-737-7413,Garwood,Colorado,Garwood,TX,77442,South,28-11-19,"$161,460",Non-Default,10-04-21,777,786,"$41,980"
38673851,MORTGAGE,668-48-7233,209-635-2000,Bonita,San Diego,Bonita,CA,91902,West,24-08-21,"$883,224",Non-Default,24-08-21,701,745,"$273,799"
38673852,CREDIT CARD,394-33-1568,406-572-8154,Bighorn,Treasure,Bighorn,MT,59010,West,28-10-19,"$53,272",Non-Default,27-03-21,888,896,"$23,972"
38673853,CREDIT CARD,680-31-5057,210-271-7588,Houston,Harris,Houston,TX,77014,South,25-10-18,"$98,036",Non-Default,11-04-21,851,887,"$5,882"
38673854,MORTGAGE,541-83-1735,231-686-1677,Gladstone,Delta,Gladstone,MI,49837,Midwest,28-06-21,"$182,462",Non-Default,24-08-21,688,730,"$43,791"
38673855,CREDIT CARD,052-02-4314,209-767-4105,San Clemente,Orange,San Clemente,CA,92672,West,19-02-19,"$70,798",Non-Default,14-03-21,826,824,"$21,239"
38673856,CREDIT CARD,244-99-4879,219-536-6032,Boone Grove,Porter,Boone Grove,IN,46302,Midwest,21-08-21,"$43,811",Non-Default,19-04-21,711,725,"$20,591"
38673857,PERSONAL LOAN,618-87-1075,423-599-3743,Nashville,Davidson,Nashville,TN,37224,South,09-06-19,"$177,703",Non-Default,24-08-21,898,904,"$5,331"
38673858,CREDIT CARD,592-99-1880,239-378-8804,Lake City,Columbia,Lake City,FL,32055,South,28-09-19,"$96,218",Non-Default,24-08-21,691,724,"$2,887"
38673859,PERSONAL LOAN,699-16-9503,423-569-0725,Millington,Shelby,Millington,TN,38055,South,04-04-20,"$101,902",Default,29-03-21,883,884,"$5,095"
38673860,CREDIT CARD,765-27-6480,803-624-2107,Richland,Oconee,Richland,SC,29675,South,08-07-20,"$95,382",Non-Default,01-05-21,707,750,"$31,476"
38673861,CREDIT CARD,022-92-9519,210-557-6306,Mcallen,Hidalgo,Mcallen,TX,78505,South,08-07-20,"$87,914",Non-Default,24-06-21,792,807,"$8,791"
38673862,MORTGAGE,344-11-4186,231-783-7585,Acme,Grand Traverse,Acme,MI,49610,Midwest,01-03-21,"$139,805",Default,12-08-21,806,821,"$34,951"
38673863,MORTGAGE,456-99-6948,314-869-3773,Grain Valley,Jackson,Grain Valley,MO,64029,Midwest,07-05-19,"$763,530",Non-Default,21-11-20,767,757,"$190,883"
38673864,MORTGAGE,050-02-3681,231-620-1418,Detroit,Wayne,Detroit,MI,48228,Midwest,24-11-19,"$767,176",Default,19-05-21,828,871,"$299,199"
38673865,MORTGAGE,289-15-6179,605-486-3443,Eden,Marshall,Eden,SD,57232,Midwest,25-05-19,"$751,324",Non-Default,11-12-20,654,663,"$375,662"
38673866,MORTGAGE,233-57-0728,217-597-9309,Fults,Monroe,Fults,IL,62244,Midwest,11-01-21,"$721,454",Default,03-02-21,828,819,"$259,723"
38673867,CREDIT CARD,284-15-5323,423-218-7664,Nashville,Davidson,Nashville,TN,37211,South,20-03-19,"$55,181",Non-Default,24-08-21,800,827,"$19,313"
38673868,PERSONAL LOAN,715-18-4574,405-532-1502,Sterling,Comanche,Sterling,OK,73567,South,26-06-20,"$130,491",Non-Default,24-08-21,882,905,"$45,672"
38673869,CREDIT CARD,233-57-3869,216-349-5817,Warren,Trumbull,Warren,OH,44487,Midwest,24-08-21,"$65,363",Non-Default,30-12-20,723,752,"$8,497"
38673870,PERSONAL LOAN,203-84-6861,319-241-7765,Grand Junction,Greene,Grand Junction,IA,50107,Midwest,18-03-21,"$33,976",Non-Default,08-01-21,780,774,"$13,590"
38673871,MORTGAGE,457-99-2837,423-593-9313,Memphis,Memphis,Memphis,TN,37544,South,25-07-19,"$711,661",Non-Default,19-06-21,659,692,"$249,081"
38673872,CREDIT CARD,631-31-3029,339-693-2401,Framingham,Middlesex,Framingham,MA,1703,Northeast,15-03-21,"$65,464",Non-Default,17-03-21,759,756,$655
38673873,MORTGAGE,635-31-7438,423-837-6593,Nashville,Davidson,Nashville,TN,37211,South,09-09-19,"$417,782",Non-Default,22-01-21,845,887,"$16,711"
38673874,PERSONAL LOAN,470-57-6224,202-560-9241,Washington,District of Columbia,Washington,DC,20408,South,14-05-21,"$81,847",Default,24-08-21,697,705,"$15,551"
38673875,CREDIT CARD,558-99-2229,210-796-8132,Pottsville,Hamilton,Pottsville,TX,76565,South,21-05-19,"$72,743",Non-Default,21-03-21,695,735,"$18,913"
38673876,CREDIT CARD,614-87-3701,270-362-6651,Covington,Kenton,Covington,KY,41011,South,24-08-21,"$85,207",Non-Default,14-03-21,682,695,"$40,899"
38673877,MORTGAGE,459-99-8767,406-663-1435,Shawmut,Wheatland,Shawmut,MT,59078,West,13-12-19,"$151,733",Default,24-01-21,871,865,"$39,451"
38673878,CREDIT CARD,751-18-5735,209-525-2527,Watsonville,Santa Cruz,Watsonville,CA,95076,West,24-10-19,"$42,753",Non-Default,24-08-21,801,828,"$20,521"
38673879,MORTGAGE,248-99-5770,503-655-6037,Corvallis,Benton,Corvallis,OR,97330,West,24-08-21,"$829,374",Non-Default,11-05-21,701,699,"$257,106"
